Taxon,Genus,Tribe,Subfamily,Family,NCBITaxon,Order,Diet,Nesting,Foraging,DietMod,NestingMod,ForagingMod,DietModslashboth,DietModslashlower,DietModslashupper,DietModalllower,DietModallupper,DietModanyplant,DietModonlyplant,ForagingModalllower,ForagingModallupper,ForagingModanycanopy,NestingModalllower,NestingModallupper,NestingModanycanopy,DietModonlypred,DietModanypred,DietModonlyomni,DietModanyomni,ForagingModanyground,NestingModanyground
Formica_sinensis,Formica,Formicini,Formicinae,Formicidae,Formica_sinensis,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Formica_subaenescens,Formica,Formicini,Formicinae,Formicidae,Formica_subaenescens,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Formica_subintegra,Formica,Formicini,Formicinae,Formicidae,Formica_subintegra,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Formica_subsericea,Formica,Formicini,Formicinae,Formicidae,Formica_subsericea,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Formica_uralensis,Formica,Formicini,Formicinae,Formicidae,Formica_uralensis,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Formica_wheeleri,Formica,Formicini,Formicinae,Formicidae,Formica_wheeleri,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Iberoformica_subrufa,Iberoformica,Formicini,Formicinae,Formicidae,Iberoformica_subrufa,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Polyergus_breviceps,Polyergus,Formicini,Formicinae,Formicidae,Polyergus_breviceps,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Proformica_mongolica,Proformica,Formicini,Formicinae,Formicidae,Proformica_mongolica,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Proformica_nasuta,Proformica,Formicini,Formicinae,Formicidae,Proformica_nasuta,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Rossomyrmex_anatolicus,Rossomyrmex,Formicini,Formicinae,Formicidae,Rossomyrmex_anatolicus,Hymenoptera,1,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Gesomyrmex_CASENT0106178,Gesomyrmex,Gesomyrmecini,Formicinae,Formicidae,NA,Hymenoptera,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Gigantiops_destructor,Gigantiops,Gigantiopini,Formicinae,Formicidae,Gigantiops_destructor,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Euprenolepis_procera,Euprenolepis,Lasiini,Formicinae,Formicidae,Euprenolepis_procera,Hymenoptera,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Euprenolepis_wittei,Euprenolepis,Lasiini,Formicinae,Formicidae,Euprenolepis_wittei,Hymenoptera,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Lasius_alienus,Lasius,Lasiini,Formicinae,Formicidae,Lasius_alienus,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Lasius_brunneus,Lasius,Lasiini,Formicinae,Formicidae,Lasius_brunneus,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Lasius_californicus,Lasius,Lasiini,Formicinae,Formicidae,Lasius_californicus,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Lasius_cinereus,Lasius,Lasiini,Formicinae,Formicidae,Lasius_cinereus,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Lasius_claviger,Lasius,Lasiini,Formicinae,Formicidae,Lasius_claviger,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Lasius_emarginatus,Lasius,Lasiini,Formicinae,Formicidae,Lasius_emarginatus,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Lasius_grandis,Lasius,Lasiini,Formicinae,Formicidae,Lasius_grandis,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Lasius_lasioides,Lasius,Lasiini,Formicinae,Formicidae,Lasius_lasioides,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Lasius_latipes,Lasius,Lasiini,Formicinae,Formicidae,Lasius_latipes,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Lasius_neoniger,Lasius,Lasiini,Formicinae,Formicidae,Lasius_neoniger,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Lasius_niger,Lasius,Lasiini,Formicinae,Formicidae,Lasius_niger,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Lasius_platythorax,Lasius,Lasiini,Formicinae,Formicidae,Lasius_platythorax,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Lasius_psammophilus,Lasius,Lasiini,Formicinae,Formicidae,Lasius_psammophilus,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Lasius_subumbratus,Lasius,Lasiini,Formicinae,Formicidae,Lasius_subumbratus,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Myrmecocystus_arenarius,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_snellingi,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_creightoni,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_creightoni,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_depilis,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_depilis,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_flaviceps,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_flaviceps,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_kathjuli,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_kathjuli,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_kennedyi,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_kennedyi,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_koso,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_koso,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_lugubris,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_lugubris,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_melliger,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_melliger,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_mendax,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_mendax,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_mexicanus,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_mexicanus,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_mimicus,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_mimicus,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_navajo,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_navajo,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_nequazcatl,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_nequazcatl,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_perimeces,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_perimeces,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_placodops,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_placodops,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_romainei,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_romainei,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_semirufus,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_semirufus,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_tenuinodis,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_tenuinodis,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_testaceus,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_testaceus,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_wheeleri,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_wheeleri,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Myrmecocystus_yuma,Myrmecocystus,Lasiini,Formicinae,Formicidae,Myrmecocystus_yuma,Hymenoptera,1,0,0&1,1,0,0&1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1
Nylanderia_amblyops,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_amblyops,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_arenivaga,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_arenivaga,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_bourbonica,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_bourbonica,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_concinna,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_concinna,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_dodo,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_dodo,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_faisonensis,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_faisonensis,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_fulva,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_fulva,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_glabrior,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_glabrior,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_helleri,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_helleri,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_hystrix,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_hystrix,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_madagascarensis,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_madagascarensis,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_microps,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_microps,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_nuggeti,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_nuggeti,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_obscura,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_obscura,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_parvula,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_parvula,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_phantasma,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_phantasma,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_pubens,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_pubens,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_steinheili,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_steinheili,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_terricola,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_terricola,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_vaga,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_vaga,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_vitiensis,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_vitiensis,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_vividula,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_vividula,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Nylanderia_wojciki,Nylanderia,Lasiini,Formicinae,Formicidae,Nylanderia_wojciki,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Paraparatrechina_concinnata,Paraparatrechina,Lasiini,Formicinae,Formicidae,Paraparatrechina_concinnata,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Paraparatrechina_glabra,Paraparatrechina,Lasiini,Formicinae,Formicidae,Paraparatrechina_glabra,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Paraparatrechina_lecamopteridis,Paraparatrechina,Lasiini,Formicinae,Formicidae,Paraparatrechina_lecamopteridis,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Paraparatrechina_minutula,Paraparatrechina,Lasiini,Formicinae,Formicidae,Paraparatrechina_minutula,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Paraparatrechina_oceanica,Paraparatrechina,Lasiini,Formicinae,Formicidae,Paraparatrechina_oceanica,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Paraparatrechina_opaca,Paraparatrechina,Lasiini,Formicinae,Formicidae,Paraparatrechina_opaca,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Paraparatrechina_pallida,Paraparatrechina,Lasiini,Formicinae,Formicidae,Paraparatrechina_pallida,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Paraparatrechina_weissi,Paraparatrechina,Lasiini,Formicinae,Formicidae,Paraparatrechina_weissi,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Paratrechina_antsingy,Paratrechina,Lasiini,Formicinae,Formicidae,Paratrechina_antsingy,Hymenoptera,1,0&1,0,1,0&1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1
Paratrechina_longicornis,Paratrechina,Lasiini,Formicinae,Formicidae,Paratrechina_longicornis,Hymenoptera,1,0&1,0,1,0&1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1
Paratrechina_zanjensis,Paratrechina,Lasiini,Formicinae,Formicidae,Paratrechina_zanjensis,Hymenoptera,1,0&1,0,1,0&1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1
Prenolepis_emmae,Prenolepis,Lasiini,Formicinae,Formicidae,Prenolepis_emmae,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Prenolepis_imparis,Prenolepis,Lasiini,Formicinae,Formicidae,Prenolepis_imparis,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Prenolepis_melanogaster,Prenolepis,Lasiini,Formicinae,Formicidae,Prenolepis_melanogaster,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Prenolepis_nitens,Prenolepis,Lasiini,Formicinae,Formicidae,Prenolepis_nitens,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Pseudolasius_australis,Pseudolasius,Lasiini,Formicinae,Formicidae,Pseudolasius_australis,Hymenoptera,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Pseudolasius_typhlops,Pseudolasius,Lasiini,Formicinae,Formicidae,Pseudolasius_typhlops,Hymenoptera,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Zatania_albimaculata,Zatania,Lasiini,Formicinae,Formicidae,Zatania_albimaculata,Hymenoptera,1,1,0&1,1,1,0&1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0
Zatania_cisipa,Zatania,Lasiini,Formicinae,Formicidae,Zatania_cisipa,Hymenoptera,1,1,0&1,1,1,0&1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0
Zatania_gibberosa,Zatania,Lasiini,Formicinae,Formicidae,Zatania_gibberosa,Hymenoptera,1,1,0&1,1,1,0&1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0
Zatania_gloriosa,Zatania,Lasiini,Formicinae,Formicidae,Zatania_gloriosa,Hymenoptera,1,1,0&1,1,1,0&1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0
Lasiophanes_atriventris,Lasiophanes,Melophorini,Formicinae,Formicidae,Lasiophanes_atriventris,Hymenoptera,?,0&1,0&1,?,0&1,0&1,?,?,?,?,?,?,?,0,1,1,0,1,1,?,?,?,?,1,1
Melophorus_CASENT0106148,Melophorus,Melophorini,Formicinae,Formicidae,NA,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Myrmecorhynchus_emeryi,Myrmecorhynchus,Melophorini,Formicinae,Formicidae,Myrmecorhynchus_emeryi,Hymenoptera,0/1,0&1,1,0/1,0&1,1,0&1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1
Notoncus_capitatus,Notoncus,Melophorini,Formicinae,Formicidae,Notoncus_capitatus,Hymenoptera,2,0,0&1,2,0,0&1,2,2,2,2,2,0,0,0,1,1,0,0,0,1,1,0,0,1,1
Notostigma_carazzii,Notostigma,Melophorini,Formicinae,Formicidae,Notostigma_carazzii,Hymenoptera,?,0,0,?,0,0,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,1,1
Prolasius_convexus,Prolasius,Melophorini,Formicinae,Formicidae,Prolasius_convexus,Hymenoptera,0/1,0&1,0,0/1,0&1,0,0&1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1
Pseudonotoncus_hirsutus,Pseudonotoncus,Melophorini,Formicinae,Formicidae,Pseudonotoncus_hirsutus,Hymenoptera,0/1,0,1,0/1,0,1,0&1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1
Teratomyrmex_greavesi,Teratomyrmex,Melophorini,Formicinae,Formicidae,Teratomyrmex_greavesi,Hymenoptera,?,0,0&1,?,0,0&1,?,?,?,?,?,?,?,0,1,1,0,0,0,?,?,?,?,1,1
Brachymyrmex_depilis,Brachymyrmex,Myrmelachistini,Formicinae,Formicidae,Brachymyrmex_depilis,Hymenoptera,1,0&1,0,1,0&1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1
Myrmelachista_flavocotea,Myrmelachista,Myrmelachistini,Formicinae,Formicidae,Myrmelachista_flavocotea,Hymenoptera,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Myrmoteras_iriodum,Myrmoteras,Myrmoteratini,Formicinae,Formicidae,Myrmoteras_iriodum,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Myrmoteras_williamsi,Myrmoteras,Myrmoteratini,Formicinae,Formicidae,Myrmoteras_williamsi,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Oecophylla_longinoda,Oecophylla,Oecophyllini,Formicinae,Formicidae,Oecophylla_longinoda,Hymenoptera,1,1,0&1,1,1,0&1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0
Oecophylla_smaragdina,Oecophylla,Oecophyllini,Formicinae,Formicidae,Oecophylla_smaragdina,Hymenoptera,1,1,0&1,1,1,0&1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0
Acropyga_acutiventris,Acropyga,Plagiolepidini,Formicinae,Formicidae,Acropyga_acutiventris,Hymenoptera,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Acropyga_epedana,Acropyga,Plagiolepidini,Formicinae,Formicidae,Acropyga_epedana,Hymenoptera,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Anoplolepis_carinata,Anoplolepis,Plagiolepidini,Formicinae,Formicidae,Anoplolepis_carinata,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Anoplolepis_custodiens,Anoplolepis,Plagiolepidini,Formicinae,Formicidae,Anoplolepis_custodiens,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Anoplolepis_gracilipes,Anoplolepis,Plagiolepidini,Formicinae,Formicidae,Anoplolepis_gracilipes,Hymenoptera,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Aphomomyrmex_afer,Aphomomyrmex,Plagiolepidini,Formicinae,Formicidae,Aphomomyrmex_afer,Hymenoptera,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Cladomyrma_petalae,Cladomyrma,Plagiolepidini,Formicinae,Formicidae,Cladomyrma_petalae,Hymenoptera,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Lepisiota_canescens,Lepisiota,Plagiolepidini,Formicinae,Formicidae,Lepisiota_canescens,Hymenoptera,1,0&1,0&1,1,0&1,0&1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1
Petalomyrmex_phylax,Petalomyrmex,Plagiolepidini,Formicinae,Formicidae,Petalomyrmex_phylax,Hymenoptera,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Plagiolepis_alluaudi,Plagiolepis,Plagiolepidini,Formicinae,Formicidae,Plagiolepis_alluaudi,Hymenoptera,1,0&1,0,1,0&1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1
Plagiolepis_madecassa,Plagiolepis,Plagiolepidini,Formicinae,Formicidae,Plagiolepis_madecassa,Hymenoptera,1,0&1,0,1,0&1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1
Santschiella_kohli,Santschiella,Santschiellini,Formicinae,Formicidae,Santschiella_kohli,Hymenoptera,?,1,1,?,1,1,?,?,?,?,?,?,?,1,1,1,1,1,1,?,?,?,?,0,0
Acanthoponera_minor,Acanthoponera,Acanthoponera,Heteroponerinae,Formicidae,Acanthoponera_minor,Hymenoptera,2,1,0&1,1&2,0&1,0&1,1&2,1&2,1&2,1,2,1,0,0,1,1,0,1,1,0,1,0,1,1,1
Heteroponera_microps,Heteroponera,Heteroponera,Heteroponerinae,Formicidae,Heteroponera_microps,Hymenoptera,1,0,0,1&2,0&1,0&1,1&2,1&2,1&2,1,2,1,0,0,1,1,0,1,1,0,1,0,1,1,1
Heteroponera_panamensis,Heteroponera,Heteroponera,Heteroponerinae,Formicidae,Heteroponera_panamensis,Hymenoptera,1,0,0,1&2,0&1,0&1,1&2,1&2,1&2,1,2,1,0,0,1,1,0,1,1,0,1,0,1,1,1
Anomalomyrma_boltoni,Anomalomyrma,Anomalomyrmini,Leptanillinae,Formicidae,Anomalomyrma_boltoni,Hymenoptera,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
